Wall time,Step,Value
1733927242.9098773,10000,-7412.5
1733927311.6422362,20000,-7905.2001953125
1733927380.9768517,30000,-7830.0
1733927448.949805,40000,-7384.45458984375
1733927515.6668093,50000,-7572.6923828125
1733927582.9940996,60000,-7372.0625
1733927649.6542597,70000,-7076.5791015625
1733927716.8080876,80000,-7019.681640625
1733927785.4641297,90000,-6895.9599609375
1733927853.117596,100000,-6893.77783203125
1733927919.8592472,110000,-6771.033203125
1733927986.3798208,120000,-6731.45458984375
1733928055.9661686,130000,-6618.52783203125
1733928124.3488626,140000,-6553.0263671875
1733928191.4484217,150000,-6469.853515625
1733928259.548397,160000,-6454.4091796875
1733928326.6227033,170000,-6431.787109375
1733928394.4523735,180000,-6387.1201171875
1733928460.3966546,190000,-6360.4228515625
1733928528.7712035,200000,-6335.36376953125
1733928598.083169,210000,-6372.98291015625
1733928664.816207,220000,-6295.95068359375
1733928732.5786705,230000,-6338.09521484375
1733928801.6258972,240000,-6453.63623046875
1733928872.140023,250000,-6571.60888671875
1733928940.8513095,260000,-6562.79150390625
1733929009.3068252,270000,-6571.33349609375
1733929077.7836974,280000,-6551.662109375
1733929147.638137,290000,-6785.2001953125
1733929214.530125,300000,-6707.97607421875
1733929283.9465363,310000,-6711.18603515625
1733929353.4803677,320000,-6739.25
1733929423.1729841,330000,-6725.49462890625
1733929491.7968793,340000,-6687.5107421875
1733929559.046297,350000,-6699.958984375
1733929626.9126935,360000,-6683.06982421875
1733929696.016786,370000,-6679.759765625
1733929762.7173176,380000,-6548.81005859375
1733929832.2850287,390000,-6540.58984375
1733929908.1623626,400000,-6747.56982421875
1733929975.0744898,410000,-6707.72021484375
1733930044.0342276,420000,-6677.580078125
1733930111.4114206,430000,-6698.830078125
1733930179.077211,440000,-6674.1298828125
1733930250.7686877,450000,-6761.9501953125
1733930321.7822182,460000,-6781.3798828125
1733930390.7997088,470000,-6859.080078125
1733930459.426445,480000,-6833.97998046875
1733930526.3857913,490000,-6857.7099609375
1733930592.8862185,500000,-6938.5400390625
1733930660.3853748,510000,-6952.5498046875
1733930728.6297963,520000,-6939.02978515625
1733930796.1490817,530000,-6921.240234375
1733930863.3561876,540000,-6902.35009765625
1733930931.7495668,550000,-6929.64013671875
1733930999.951746,560000,-6928.52978515625
1733931069.030946,570000,-6928.66015625
1733931137.3783805,580000,-6951.14990234375
1733931205.2060483,590000,-6913.759765625
1733931271.7941124,600000,-6815.89990234375
1733931337.5297024,610000,-6696.6201171875
1733931404.4596472,620000,-6639.91015625
1733931472.2683742,630000,-6682.06005859375
1733931538.4032867,640000,-6705.2998046875
1733931605.3356044,650000,-6489.85009765625
1733931671.1809394,660000,-6510.47021484375
1733931738.8369937,670000,-6454.3701171875
1733931808.3981516,680000,-6425.0498046875
1733931876.3643441,690000,-6432.9599609375
1733931944.6869307,700000,-6453.10009765625
1733932013.4589906,710000,-6423.6201171875
1733932079.199951,720000,-6400.330078125
1733932144.6248407,730000,-6343.7998046875
1733932211.6261733,740000,-6370.0
1733932279.2671156,750000,-6318.85009765625
1733932348.926921,760000,-6098.240234375
1733932421.8492818,770000,-6145.06982421875
1733932490.4100342,780000,-6178.39013671875
1733932558.290593,790000,-6181.9599609375
1733932624.8116145,800000,-6169.68994140625
1733932692.688429,810000,-6082.27978515625
1733932759.3977246,820000,-6023.77001953125
1733932827.5455294,830000,-5912.1298828125
1733932894.421493,840000,-5873.18017578125
1733932961.7923577,850000,-5841.10009765625
1733933028.8977602,860000,-5760.47021484375
1733933096.5464535,870000,-5869.1201171875
1733933162.7019432,880000,-5914.919921875
1733933229.7310443,890000,-5952.330078125
1733933298.7925117,900000,-6088.259765625
1733933366.884743,910000,-6287.7001953125
1733933433.699255,920000,-6309.83984375
1733933501.2300417,930000,-6263.0400390625
1733933568.2752771,940000,-6240.93994140625
1733933635.7836854,950000,-6232.22998046875
1733933705.452088,960000,-6240.97021484375
1733933775.9284968,970000,-6315.759765625
1733933844.9653087,980000,-6366.93994140625
1733933913.0867817,990000,-6310.56005859375
1733933978.4975638,1000000,-6270.72021484375
